                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 2.1023,                   1.92,                 1.5184,                0.48161,                0.42165,                0.43087,                0.20196,                  1.915,                 1.7422,                 1.4688,               0.009406,               0.009406,               0.009406
                     20,                 2.0862,                 1.8984,                 1.5036,                0.52491,                0.40603,                0.42565,                0.19456,                 1.9781,                 1.7643,                 1.4849,               0.009373,               0.009373,               0.009373
                     21,                 2.0741,                 1.9029,                 1.4984,                0.49832,                0.41616,                0.42423,                0.20641,                 1.9139,                 1.6923,                 1.4586,                0.00934,                0.00934,                0.00934
                     22,                 2.0739,                 1.8729,                 1.4993,                0.48791,                 0.4401,                0.42178,                0.20403,                 1.9042,                 1.7287,                 1.4702,               0.009307,               0.009307,               0.009307
                     23,                 2.0605,                  1.871,                 1.4944,                 0.5042,                0.43835,                0.44054,                0.21465,                 1.8657,                 1.7052,                 1.4311,               0.009274,               0.009274,               0.009274
                     24,                 2.0617,                  1.875,                 1.4918,                0.50291,                0.41769,                0.43562,                0.20977,                  1.914,                 1.7168,                 1.4695,               0.009241,               0.009241,               0.009241
                     25,                 2.0383,                 1.8463,                 1.4856,                0.49925,                0.44852,                0.44663,                0.21333,                  1.916,                 1.7142,                 1.4593,               0.009208,               0.009208,               0.009208
                     26,                 2.0449,                 1.8387,                 1.4887,                0.52725,                0.42244,                0.44116,                0.21112,                 1.9237,                 1.7244,                  1.449,               0.009175,               0.009175,               0.009175
                     27,                 2.0247,                 1.8142,                 1.4675,                0.50152,                0.44754,                0.45571,                0.22321,                 1.8662,                 1.6332,                 1.4304,               0.009142,               0.009142,               0.009142
                     28,                 2.0354,                 1.8182,                 1.4755,                0.51251,                0.45518,                0.44092,                0.20486,                  1.961,                 1.7154,                 1.4609,               0.009109,               0.009109,               0.009109
                     29,                 2.0094,                 1.7965,                 1.4699,                0.56149,                0.44298,                0.46022,                0.22323,                 1.8916,                 1.7142,                  1.434,               0.009076,               0.009076,               0.009076
                     30,                  2.012,                 1.8009,                 1.4545,                0.58539,                0.47438,                0.50564,                0.25085,                 1.8483,                 1.6157,                 1.4266,               0.009043,               0.009043,               0.009043
                     31,                 1.9843,                 1.7643,                 1.4465,                0.55113,                0.46904,                0.48941,                  0.242,                 1.8424,                 1.6272,                 1.4001,                0.00901,                0.00901,                0.00901
                     32,                 1.9936,                 1.7702,                 1.4568,                0.55581,                0.47809,                0.49176,                0.24473,                 1.8609,                 1.6548,                 1.4195,               0.008977,               0.008977,               0.008977
                     33,                   1.99,                 1.7627,                 1.4609,                0.50699,                0.47326,                0.45688,                0.22161,                 1.8806,                 1.6346,                 1.4515,               0.008944,               0.008944,               0.008944
                     34,                 1.9894,                 1.7691,                 1.4495,                0.57286,                0.44148,                0.47936,                0.23465,                 1.8614,                 1.6739,                 1.4142,               0.008911,               0.008911,               0.008911
                     35,                 1.9804,                 1.7596,                 1.4468,                 0.5541,                0.47119,                0.49986,                0.23917,                 1.8628,                  1.622,                 1.4242,               0.008878,               0.008878,               0.008878
                     36,                 1.9816,                 1.7375,                 1.4358,                0.58403,                0.46512,                0.49537,                0.24601,                 1.8711,                 1.6117,                 1.4257,               0.008845,               0.008845,               0.008845
                     37,                 1.9789,                 1.7387,                 1.4466,                0.57975,                0.46648,                0.50104,                0.24451,                 1.8321,                 1.6148,                 1.4024,               0.008812,               0.008812,               0.008812
                     38,                 1.9643,                 1.7353,                 1.4299,                0.59215,                0.47851,                0.51288,                0.25606,                 1.8223,                 1.5795,                 1.3903,               0.008779,               0.008779,               0.008779
                     39,                  1.953,                 1.7239,                 1.4284,                0.58249,                0.48891,                0.51736,                0.26062,                 1.8031,                 1.5788,                 1.3832,               0.008746,               0.008746,               0.008746
                     40,                 1.9505,                 1.6999,                 1.4208,                0.61473,                0.50243,                0.53271,                0.27157,                 1.8127,                 1.5377,                  1.393,               0.008713,               0.008713,               0.008713
                     41,                 1.9595,                 1.7116,                 1.4306,                0.61212,                0.49706,                0.53266,                0.26593,                 1.8146,                 1.5593,                 1.4001,                0.00868,                0.00868,                0.00868
                     42,                 1.9391,                  1.708,                 1.4255,                0.58678,                0.49928,                0.52305,                 0.2607,                 1.8072,                 1.5391,                 1.3882,               0.008647,               0.008647,               0.008647
                     43,                 1.9455,                 1.6973,                  1.421,                0.62166,                0.49002,                0.52891,                0.27044,                 1.7877,                 1.5485,                 1.3674,               0.008614,               0.008614,               0.008614
                     44,                 1.9457,                 1.6875,                 1.4133,                0.61162,                0.51002,                 0.5313,                0.26907,                 1.7959,                 1.5286,                 1.3818,               0.008581,               0.008581,               0.008581
                     45,                  1.944,                 1.6906,                 1.4212,                0.61738,                0.47697,                 0.5248,                 0.2678,                 1.7951,                 1.5622,                 1.3799,               0.008548,               0.008548,               0.008548
                     46,                 1.9271,                 1.6659,                 1.4048,                0.59294,                0.50005,                0.52302,                0.26269,                 1.8041,                 1.5519,                 1.3917,               0.008515,               0.008515,               0.008515
                     47,                   1.92,                 1.6671,                 1.4135,                0.64072,                0.50307,                 0.5453,                0.27322,                 1.8025,                 1.5269,                 1.3839,               0.008482,               0.008482,               0.008482
                     48,                 1.9252,                 1.6591,                 1.4089,                0.61101,                0.49733,                  0.543,                0.27806,                 1.7931,                 1.5183,                 1.3793,               0.008449,               0.008449,               0.008449
                     49,                 1.9297,                 1.6736,                 1.4136,                0.61269,                0.52243,                0.55408,                0.28138,                 1.7841,                 1.5281,                 1.3767,               0.008416,               0.008416,               0.008416
                     50,                 1.9118,                 1.6528,                 1.3995,                0.61947,                0.51407,                0.55177,                0.28673,                 1.7814,                 1.5338,                 1.3808,               0.008383,               0.008383,               0.008383
                     51,                 1.9027,                 1.6399,                 1.4005,                0.61632,                0.51118,                0.55719,                0.28789,                 1.7729,                 1.4923,                 1.3679,                0.00835,                0.00835,                0.00835
                     52,                 1.9102,                 1.6517,                 1.4062,                0.64621,                0.51082,                 0.5679,                0.29227,                 1.7756,                 1.5037,                 1.3694,               0.008317,               0.008317,               0.008317
                     53,                 1.9008,                 1.6413,                 1.3989,                0.63243,                 0.5054,                0.56521,                0.29265,                 1.7589,                 1.5065,                 1.3615,               0.008284,               0.008284,               0.008284
                     54,                 1.8926,                 1.6161,                 1.3924,                0.67196,                0.48812,                0.56749,                 0.2906,                 1.7695,                 1.4993,                 1.3685,               0.008251,               0.008251,               0.008251
                     55,                 1.9023,                 1.6331,                 1.3981,                0.63644,                0.50401,                0.55641,                0.28376,                 1.7714,                 1.4922,                 1.3679,               0.008218,               0.008218,               0.008218
                     56,                 1.8951,                 1.6205,                 1.3887,                0.64433,                 0.5153,                 0.5707,                0.29388,                 1.7728,                  1.473,                 1.3662,               0.008185,               0.008185,               0.008185
                     57,                 1.8845,                 1.6127,                 1.3882,                0.62581,                0.52759,                0.56801,                0.29342,                 1.7762,                 1.4902,                 1.3743,               0.008152,               0.008152,               0.008152
                     58,                 1.8893,                 1.6139,                 1.3914,                0.64008,                0.50749,                0.56555,                0.29584,                 1.7552,                  1.491,                 1.3577,               0.008119,               0.008119,               0.008119
                     59,                 1.8779,                 1.6047,                 1.3808,                0.68044,                0.51824,                0.58421,                0.31012,                 1.7533,                 1.4514,                  1.357,               0.008086,               0.008086,               0.008086
                     60,                 1.8921,                 1.6199,                 1.3936,                0.65935,                0.53013,                0.58289,                0.30479,                 1.7604,                 1.4749,                 1.3634,               0.008053,               0.008053,               0.008053
                     61,                 1.8744,                 1.5887,                 1.3831,                0.64717,                0.53205,                0.57881,                0.29933,                 1.7578,                 1.4791,                 1.3583,                0.00802,                0.00802,                0.00802
                     62,                 1.8823,                 1.6012,                 1.3899,                0.64877,                0.53179,                0.57409,                0.30257,                 1.7626,                 1.4615,                 1.3578,               0.007987,               0.007987,               0.007987
                     63,                 1.8739,                 1.6033,                 1.3796,                0.66208,                0.52584,                0.58925,                0.30829,                 1.7401,                 1.4532,                 1.3448,               0.007954,               0.007954,               0.007954
                     64,                 1.8825,                 1.5904,                 1.3791,                0.60813,                0.54909,                 0.5798,                0.31199,                  1.748,                 1.4638,                 1.3525,               0.007921,               0.007921,               0.007921
                     65,                 1.8592,                 1.5706,                 1.3718,                0.65419,                0.54096,                0.59236,                0.31272,                 1.7518,                 1.4486,                 1.3493,               0.007888,               0.007888,               0.007888
                     66,                 1.8584,                 1.5822,                 1.3791,                0.68128,                0.52344,                0.59522,                0.31537,                 1.7487,                 1.4394,                   1.35,               0.007855,               0.007855,               0.007855
                     67,                 1.8617,                 1.5797,                 1.3771,                0.68927,                0.53667,                 0.6004,                0.31796,                 1.7477,                  1.426,                 1.3498,               0.007822,               0.007822,               0.007822
                     68,                 1.8644,                 1.5738,                 1.3779,                0.66761,                0.54078,                0.59468,                0.31723,                  1.744,                 1.4211,                  1.354,               0.007789,               0.007789,               0.007789
                     69,                 1.8545,                 1.5596,                 1.3729,                0.66786,                0.54831,                0.60332,                0.32499,                 1.7224,                 1.4182,                 1.3455,               0.007756,               0.007756,               0.007756
                     70,                 1.8593,                 1.5591,                 1.3664,                0.65586,                0.54927,                0.59894,                0.31625,                 1.7386,                 1.4255,                 1.3514,               0.007723,               0.007723,               0.007723
                     71,                 1.8542,                 1.5543,                 1.3705,                0.68059,                0.55064,                0.60795,                0.32312,                 1.7334,                 1.4179,                 1.3467,                0.00769,                0.00769,                0.00769
                     72,                 1.8554,                 1.5732,                 1.3778,                0.66883,                0.56445,                0.60887,                0.32345,                 1.7337,                 1.4255,                 1.3438,               0.007657,               0.007657,               0.007657
                     73,                 1.8541,                 1.5526,                 1.3725,                0.68882,                0.55106,                0.61275,                0.32766,                  1.725,                 1.4135,                 1.3463,               0.007624,               0.007624,               0.007624
                     74,                   1.83,                 1.5264,                 1.3553,                0.66521,                0.55551,                0.61254,                0.32682,                 1.7261,                 1.4087,                 1.3365,               0.007591,               0.007591,               0.007591
                     75,                 1.8394,                 1.5356,                 1.3574,                0.66724,                 0.5498,                0.61719,                0.33062,                 1.7154,                 1.4022,                  1.331,               0.007558,               0.007558,               0.007558
                     76,                 1.8401,                 1.5488,                   1.37,                0.71548,                0.54392,                0.62533,                0.33245,                 1.7233,                 1.4072,                 1.3384,               0.007525,               0.007525,               0.007525
                     77,                 1.8417,                 1.5347,                  1.362,                0.69664,                0.54579,                0.62294,                0.32942,                 1.7237,                 1.4113,                  1.337,               0.007492,               0.007492,               0.007492
                     78,                 1.8332,                 1.5237,                 1.3647,                0.67425,                0.56162,                0.61292,                0.32515,                 1.7224,                 1.4041,                 1.3324,               0.007459,               0.007459,               0.007459
                     79,                 1.8311,                 1.5269,                 1.3555,                0.69834,                0.55087,                0.62421,                0.33818,                 1.7226,                 1.3957,                 1.3353,               0.007426,               0.007426,               0.007426
                     80,                 1.8309,                 1.5154,                 1.3543,                0.69533,                0.53802,                0.62053,                0.33003,                 1.7221,                 1.3918,                 1.3359,               0.007393,               0.007393,               0.007393
                     81,                 1.8342,                 1.5166,                 1.3605,                0.69613,                0.55262,                0.62667,                0.33551,                 1.7093,                 1.3857,                 1.3249,                0.00736,                0.00736,                0.00736
                     82,                 1.8289,                 1.5113,                 1.3564,                0.70558,                0.55292,                0.62526,                0.33469,                 1.7107,                 1.3999,                 1.3331,               0.007327,               0.007327,               0.007327
                     83,                 1.8241,                 1.5051,                 1.3532,                 0.6998,                0.56025,                0.62599,                0.33414,                 1.7142,                 1.3865,                 1.3346,               0.007294,               0.007294,               0.007294
                     84,                 1.8203,                 1.5014,                 1.3502,                0.68199,                0.56391,                 0.6254,                0.33245,                 1.7204,                 1.3882,                 1.3402,               0.007261,               0.007261,               0.007261
                     85,                 1.8214,                 1.5141,                 1.3412,                0.69905,                0.56707,                0.63322,                0.33585,                 1.7072,                 1.3812,                 1.3288,               0.007228,               0.007228,               0.007228
                     86,                 1.8204,                 1.5046,                 1.3529,                0.69486,                0.56044,                0.62892,                0.33943,                   1.71,                 1.3847,                 1.3261,               0.007195,               0.007195,               0.007195
                     87,                 1.8347,                 1.5174,                  1.356,                0.70449,                0.56484,                0.63602,                0.34098,                 1.7095,                 1.3743,                 1.3293,               0.007162,               0.007162,               0.007162
                     88,                 1.8234,                 1.5061,                 1.3467,                0.67116,                0.58684,                0.63639,                 0.3436,                 1.7006,                 1.3744,                 1.3276,               0.007129,               0.007129,               0.007129
                     89,                 1.8205,                 1.5088,                 1.3478,                 0.6656,                0.58016,                0.63545,                0.34279,                 1.7076,                 1.3733,                   1.33,               0.007096,               0.007096,               0.007096
                     90,                 1.8033,                 1.4794,                 1.3414,                0.70793,                0.56504,                0.63737,                0.34711,                  1.709,                 1.3717,                 1.3261,               0.007063,               0.007063,               0.007063
                     91,                  1.806,                 1.4842,                 1.3429,                0.70989,                0.57995,                0.64501,                0.34731,                 1.7132,                 1.3753,                 1.3278,                0.00703,                0.00703,                0.00703
                     92,                 1.8061,                 1.4894,                 1.3447,                 0.6759,                 0.5991,                0.64351,                0.34955,                 1.6881,                 1.3606,                 1.3158,               0.006997,               0.006997,               0.006997
                     93,                 1.8011,                 1.4815,                 1.3403,                0.69328,                0.59392,                0.65126,                0.34941,                 1.7075,                 1.3604,                 1.3279,               0.006964,               0.006964,               0.006964
                     94,                 1.8044,                 1.4819,                 1.3454,                0.70358,                0.58307,                0.65115,                0.35327,                 1.6974,                 1.3578,                 1.3239,               0.006931,               0.006931,               0.006931
                     95,                 1.8025,                 1.4701,                 1.3311,                0.71494,                0.58862,                0.65397,                0.35979,                 1.6941,                 1.3449,                  1.323,               0.006898,               0.006898,               0.006898
                     96,                 1.7897,                 1.4632,                 1.3398,                0.72039,                0.59328,                0.65602,                0.36144,                 1.6938,                 1.3419,                 1.3227,               0.006865,               0.006865,               0.006865
                     97,                  1.796,                 1.4688,                 1.3454,                0.71426,                0.57673,                0.65065,                 0.3582,                 1.6843,                 1.3447,                 1.3152,               0.006832,               0.006832,               0.006832
                     98,                  1.794,                 1.4665,                 1.3375,                0.71686,                0.58125,                 0.6547,                0.36159,                  1.679,                 1.3437,                 1.3113,               0.006799,               0.006799,               0.006799
                     99,                 1.7917,                 1.4607,                 1.3341,                0.72814,                0.57901,                0.65824,                0.36079,                  1.679,                 1.3486,                 1.3148,               0.006766,               0.006766,               0.006766
                    100,                 1.7944,                 1.4698,                 1.3316,                0.70405,                0.59092,                0.65272,                0.36081,                 1.6836,                  1.346,                 1.3134,               0.006733,               0.006733,               0.006733
                    101,                 1.7838,                 1.4632,                  1.329,                0.72942,                0.58719,                0.66081,                0.36093,                 1.6847,                 1.3436,                 1.3141,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.7923,                 1.4478,                 1.3277,                 0.7368,                0.57638,                0.65931,                0.36495,                 1.6894,                 1.3454,                 1.3151,               0.006667,               0.006667,               0.006667
                    103,                 1.7831,                 1.4472,                 1.3245,                0.73329,                0.58475,                0.66046,                0.36215,                 1.6879,                 1.3392,                 1.3142,               0.006634,               0.006634,               0.006634
                    104,                 1.7856,                 1.4522,                 1.3324,                0.73971,                0.58692,                0.66327,                0.36365,                   1.68,                 1.3361,                 1.3108,               0.006601,               0.006601,               0.006601
                    105,                 1.7743,                  1.441,                  1.331,                0.74983,                0.58471,                0.66498,                0.36358,                 1.6845,                 1.3332,                 1.3121,               0.006568,               0.006568,               0.006568
                    106,                 1.7778,                 1.4465,                 1.3257,                0.75319,                0.57007,                0.66194,                0.36311,                 1.6831,                 1.3376,                 1.3143,               0.006535,               0.006535,               0.006535
                    107,                 1.7734,                 1.4298,                 1.3245,                0.74715,                0.57538,                0.66508,                0.36721,                 1.6745,                 1.3317,                 1.3111,               0.006502,               0.006502,               0.006502
                    108,                 1.7708,                 1.4258,                 1.3203,                0.74135,                0.58335,                0.66785,                0.36876,                 1.6769,                 1.3336,                 1.3101,               0.006469,               0.006469,               0.006469
                    109,                 1.7716,                 1.4291,                 1.3195,                0.74502,                0.58148,                0.66925,                0.36769,                  1.674,                 1.3329,                 1.3088,               0.006436,               0.006436,               0.006436
                    110,                 1.7775,                 1.4414,                 1.3283,                0.73259,                0.59277,                0.67304,                 0.3702,                 1.6707,                 1.3305,                 1.3096,               0.006403,               0.006403,               0.006403
                    111,                 1.7698,                 1.4346,                 1.3206,                0.73538,                0.59376,                0.67369,                0.37067,                 1.6756,                 1.3286,                 1.3111,                0.00637,                0.00637,                0.00637
                    112,                  1.769,                  1.417,                 1.3251,                0.74036,                0.59359,                0.67484,                 0.3712,                 1.6718,                 1.3264,                 1.3095,               0.006337,               0.006337,               0.006337
                    113,                 1.7691,                 1.4206,                 1.3195,                0.74938,                  0.583,                0.67374,                0.36814,                 1.6797,                  1.329,                 1.3117,               0.006304,               0.006304,               0.006304
                    114,                 1.7603,                 1.4167,                 1.3191,                0.77087,                0.57981,                0.67563,                0.37127,                 1.6764,                 1.3274,                 1.3104,               0.006271,               0.006271,               0.006271
                    115,                  1.752,                 1.4034,                  1.313,                0.76989,                0.58094,                0.67638,                0.37149,                 1.6783,                 1.3171,                   1.31,               0.006238,               0.006238,               0.006238
                    116,                 1.7463,                 1.4041,                 1.3225,                0.76864,                 0.5894,                0.68091,                0.37484,                 1.6724,                  1.311,                 1.3072,               0.006205,               0.006205,               0.006205
                    117,                 1.7543,                 1.4077,                 1.3121,                0.76224,                 0.5842,                0.67805,                0.37191,                 1.6745,                 1.3134,                 1.3092,               0.006172,               0.006172,               0.006172
                    118,                 1.7559,                 1.4114,                 1.3172,                0.75327,                0.57937,                0.67833,                0.37245,                 1.6722,                  1.311,                  1.309,               0.006139,               0.006139,               0.006139
                    119,                 1.7589,                  1.405,                 1.3105,                0.76373,                0.58078,                0.68034,                0.37417,                 1.6711,                 1.3088,                  1.306,               0.006106,               0.006106,               0.006106
                    120,                 1.7471,                 1.3983,                 1.3069,                0.74637,                 0.5891,                0.68106,                0.37462,                 1.6736,                 1.3079,                 1.3075,               0.006073,               0.006073,               0.006073
                    121,                 1.7509,                 1.4025,                 1.3079,                0.75988,                0.57409,                 0.6816,                0.37654,                 1.6755,                 1.3089,                 1.3084,                0.00604,                0.00604,                0.00604
                    122,                 1.7654,                 1.4173,                  1.321,                0.75902,                0.59028,                0.68387,                0.37888,                 1.6741,                 1.3047,                 1.3071,               0.006007,               0.006007,               0.006007
                    123,                 1.7514,                 1.3975,                 1.3057,                0.76036,                0.58269,                 0.6835,                0.37847,                 1.6719,                 1.3048,                 1.3058,               0.005974,               0.005974,               0.005974
                    124,                 1.7434,                 1.3891,                 1.3054,                0.76339,                0.58268,                0.68484,                0.37858,                 1.6727,                 1.3024,                 1.3046,               0.005941,               0.005941,               0.005941
                    125,                 1.7483,                 1.3862,                 1.3027,                0.76877,                0.57787,                0.68722,                0.38001,                 1.6728,                 1.2934,                 1.3043,               0.005908,               0.005908,               0.005908
                    126,                 1.7565,                   1.39,                 1.3108,                0.74369,                0.59666,                0.68497,                0.37936,                 1.6719,                  1.296,                 1.3052,               0.005875,               0.005875,               0.005875
                    127,                 1.7452,                 1.3953,                  1.307,                0.74963,                0.59984,                0.68754,                0.37992,                 1.6696,                 1.2994,                 1.3043,               0.005842,               0.005842,               0.005842
                    128,                 1.7488,                 1.3921,                 1.3129,                0.77635,                0.58692,                 0.6876,                0.38253,                 1.6636,                 1.2925,                 1.3033,               0.005809,               0.005809,               0.005809
                    129,                  1.738,                 1.3701,                 1.3032,                 0.7641,                0.58435,                0.68669,                0.38392,                 1.6593,                 1.2919,                 1.3019,               0.005776,               0.005776,               0.005776
                    130,                 1.7365,                 1.3806,                 1.3057,                0.79222,                0.57535,                0.68785,                0.38433,                 1.6597,                 1.2904,                 1.3007,               0.005743,               0.005743,               0.005743
                    131,                 1.7365,                 1.3829,                 1.2988,                0.77557,                0.58444,                0.69074,                0.38437,                 1.6611,                 1.2901,                 1.3002,                0.00571,                0.00571,                0.00571
                    132,                 1.7289,                 1.3706,                 1.3028,                0.78385,                0.57691,                0.68867,                0.38358,                 1.6608,                 1.2873,                 1.3005,               0.005677,               0.005677,               0.005677
                    133,                 1.7302,                 1.3675,                 1.3047,                0.76534,                0.58887,                0.68891,                0.38364,                 1.6629,                 1.2853,                 1.3018,               0.005644,               0.005644,               0.005644
                    134,                 1.7393,                 1.3833,                  1.308,                0.76342,                 0.5934,                0.68938,                0.38476,                 1.6625,                 1.2845,                 1.3017,               0.005611,               0.005611,               0.005611
                    135,                 1.7392,                 1.3805,                 1.3108,                0.75653,                0.59267,                0.69001,                0.38587,                 1.6623,                 1.2824,                 1.3012,               0.005578,               0.005578,               0.005578
                    136,                 1.7309,                 1.3703,                 1.2976,                0.79023,                0.57427,                 0.6919,                0.38639,                 1.6608,                 1.2776,                 1.3003,               0.005545,               0.005545,               0.005545
                    137,                 1.7253,                 1.3598,                  1.301,                 0.7694,                0.58208,                0.69195,                0.38625,                 1.6607,                 1.2789,                 1.3005,               0.005512,               0.005512,               0.005512
                    138,                 1.7436,                 1.3879,                 1.3001,                0.77776,                0.58144,                 0.6939,                0.38685,                 1.6612,                 1.2765,                 1.2993,               0.005479,               0.005479,               0.005479
                    139,                  1.716,                 1.3611,                 1.2972,                0.74412,                0.60899,                0.69725,                0.38837,                 1.6581,                 1.2742,                 1.2987,               0.005446,               0.005446,               0.005446
                    140,                 1.7325,                 1.3658,                 1.2995,                0.75015,                0.60853,                0.69757,                  0.389,                 1.6578,                 1.2753,                 1.2989,               0.005413,               0.005413,               0.005413
                    141,                 1.7242,                 1.3556,                 1.2994,                0.75471,                0.61179,                0.69786,                0.38947,                 1.6553,                 1.2737,                  1.298,                0.00538,                0.00538,                0.00538
                    142,                 1.7203,                 1.3571,                 1.2938,                0.75169,                0.61225,                0.69914,                0.39079,                 1.6519,                 1.2682,                 1.2959,               0.005347,               0.005347,               0.005347
                    143,                 1.7225,                  1.357,                 1.2955,                0.76497,                 0.6093,                0.70163,                0.39291,                 1.6501,                 1.2641,                 1.2949,               0.005314,               0.005314,               0.005314
                    144,                 1.7083,                 1.3517,                 1.2927,                0.76887,                0.61064,                0.70212,                 0.3932,                 1.6491,                 1.2636,                 1.2943,               0.005281,               0.005281,               0.005281
                    145,                 1.7131,                 1.3394,                 1.2833,                0.76846,                0.61241,                0.70348,                0.39303,                 1.6474,                 1.2623,                 1.2938,               0.005248,               0.005248,               0.005248
                    146,                 1.7085,                 1.3453,                 1.2876,                0.76253,                0.61229,                0.70324,                0.39475,                 1.6458,                 1.2625,                 1.2929,               0.005215,               0.005215,               0.005215
                    147,                 1.7038,                 1.3352,                 1.2845,                0.78019,                 0.6135,                0.70396,                0.39536,                 1.6443,                 1.2616,                 1.2926,               0.005182,               0.005182,               0.005182
                    148,                 1.7185,                 1.3471,                 1.2988,                0.76722,                0.61257,                0.70495,                0.39625,                 1.6412,                 1.2589,                 1.2913,               0.005149,               0.005149,               0.005149
                    149,                 1.7025,                 1.3383,                 1.2868,                 0.7783,                0.60617,                0.70692,                  0.397,                 1.6404,                 1.2564,                 1.2918,               0.005116,               0.005116,               0.005116
                    150,                 1.7098,                 1.3405,                 1.2861,                0.77978,                0.60963,                0.70616,                0.39876,                 1.6384,                 1.2521,                  1.291,               0.005083,               0.005083,               0.005083
                    151,                 1.6978,                 1.3401,                  1.284,                0.77601,                0.61547,                0.70827,                0.39855,                 1.6388,                 1.2509,                 1.2908,                0.00505,                0.00505,                0.00505
                    152,                 1.7044,                 1.3315,                  1.284,                0.78017,                0.61388,                 0.7086,                0.39843,                 1.6386,                 1.2504,                 1.2899,               0.005017,               0.005017,               0.005017
                    153,                 1.6982,                 1.3227,                 1.2744,                0.77514,                0.61416,                0.70868,                0.39907,                 1.6388,                 1.2495,                 1.2898,               0.004984,               0.004984,               0.004984
                    154,                 1.7045,                 1.3334,                  1.279,                0.76982,                0.61656,                0.70883,                0.39916,                 1.6378,                 1.2486,                 1.2883,               0.004951,               0.004951,               0.004951
                    155,                 1.6961,                 1.3213,                 1.2804,                0.76583,                0.61939,                0.70913,                0.39958,                 1.6376,                 1.2481,                 1.2879,               0.004918,               0.004918,               0.004918
                    156,                 1.6976,                 1.3333,                 1.2849,                0.77084,                0.61804,                0.70986,                0.40084,                 1.6379,                  1.246,                  1.287,               0.004885,               0.004885,               0.004885
