,px,person,people,all
0,0.0,0.08915505793516468,0.12015549534691956,0.2254184469498191
1,0.001001001001001001,0.08915505793516468,0.12015549534691956,0.2328209612876632
2,0.002002002002002002,0.13045112090440145,0.17716730360805835,0.24034043761025523
3,0.003003003003003003,0.16234578085227308,0.22122442448619492,0.2479670058324654
4,0.004004004004004004,0.19023807074515028,0.2536095739199458,0.25569134819604755
5,0.005005005005005005,0.21484743596866415,0.2830849338463917,0.2634907306780558
6,0.006006006006006006,0.235406696988718,0.30701909120066256,0.27138724907913847
7,0.007007007007007007,0.2530476533137926,0.3293452431511193,0.27937859518155433
8,0.008008008008008008,0.2692083002929162,0.34806601316354957,0.2874682552141022
9,0.009009009009009009,0.2833781491457535,0.3644275007307068,0.295675500249801
10,0.01001001001001001,0.29769129347627865,0.3851141007505141,0.30399627018863923
11,0.011011011011011011,0.30932344537854545,0.3980830694239916,0.31239542106422424
12,0.012012012012012012,0.3201014121433151,0.4137762420919684,0.32086353908125015
13,0.013013013013013013,0.330750786041171,0.42622182133146097,0.32939507452053773
14,0.014014014014014014,0.3404773163876145,0.43633751323035647,0.33801263509937807
15,0.015015015015015015,0.35051097273906895,0.44826830021218944,0.3467108637089395
16,0.016016016016016016,0.36013299072704624,0.45531913125887424,0.3554490548996732
17,0.017017017017017015,0.36902055887675017,0.462503763479143,0.364253214822288
18,0.018018018018018018,0.3778818998560288,0.46991400081972123,0.3731381699633482
19,0.01901901901901902,0.38553691979132454,0.4811327495008828,0.382112590413652
20,0.02002002002002002,0.3934002358809266,0.4894764368971219,0.39116284752185104
21,0.02102102102102102,0.39921529638319647,0.49499566338902196,0.40027896191139944
22,0.022022022022022022,0.40560128356131175,0.5050996265377592,0.4094618166565042
23,0.023023023023023025,0.4119647476415141,0.5133178348331044,0.41869089989005304
24,0.024024024024024024,0.4187979621601271,0.518367162249914,0.42797684799637936
25,0.025025025025025023,0.424519610813119,0.525575210083615,0.4373108313537995
26,0.026026026026026026,0.43044486931565296,0.5339221464265264,0.44670034596208974
27,0.02702702702702703,0.4356813422821769,0.5406157959042963,0.4561681842533926
28,0.028028028028028028,0.44257978747836424,0.5446407244691585,0.46470611823825764
29,0.029029029029029027,0.4473306923216478,0.5498627820458182,0.47255314524218883
30,0.03003003003003003,0.45111583270388494,0.5537317337430344,0.4798790587881326
31,0.031031031031031032,0.45658813236883683,0.5581672978236852,0.4867267897255415
32,0.03203203203203203,0.46027856694137126,0.5641492887871316,0.4931673536382778
33,0.03303303303303303,0.4660166578823502,0.5684392187196149,0.49924616348958994
34,0.03403403403403403,0.472462594296137,0.5739869526272198,0.5050145993980535
35,0.035035035035035036,0.4773170345336962,0.5807120525098902,0.5105156599332173
36,0.036036036036036036,0.4811433334882025,0.5848806091035538,0.5157157300551494
37,0.037037037037037035,0.484198945031102,0.5888596459876242,0.520719706773639
38,0.03803803803803804,0.4884157727244671,0.5911113953649523,0.5255109192507736
39,0.03903903903903904,0.4923230453728467,0.5959786869509484,0.5301229202888741
40,0.04004004004004004,0.4969209057711904,0.5996089656861684,0.5345534411042473
41,0.04104104104104104,0.5006474865244022,0.5999585682125145,0.5387999160411955
42,0.04204204204204204,0.504138575502011,0.6031962898867784,0.5429249629272791
43,0.043043043043043044,0.5085181121001238,0.6070578655701012,0.5469146948705089
44,0.044044044044044044,0.5125900469599156,0.6121113922531565,0.5507863920941297
45,0.04504504504504504,0.5165918436279995,0.6158449346903885,0.5545147414814141
46,0.04604604604604605,0.5191832910712394,0.6199709299447842,0.5580957854752132
47,0.04704704704704705,0.5219362789217483,0.62402545836102,0.5615913367061448
48,0.04804804804804805,0.5259600167764811,0.6247170263275862,0.5649487222174915
49,0.04904904904904905,0.5279439579416723,0.6285333021857006,0.5682072914579178
50,0.050050050050050046,0.5301621025753541,0.6312147531635862,0.5713821171525169
51,0.05105105105105105,0.5346602004070589,0.6323808429206255,0.5744441941390391
52,0.05205205205205205,0.5384414620560015,0.6365885969389719,0.5774097451452065
53,0.05305305305305305,0.5396713417143512,0.6388163492543419,0.5802999765305044
54,0.05405405405405406,0.5422277745044749,0.6417391852349719,0.5831117126724902
55,0.055055055055055056,0.5462566924351918,0.644834133916168,0.5858523886031086
56,0.056056056056056056,0.5483746945419634,0.6480262308888063,0.5885535564831448
57,0.057057057057057055,0.550073959143038,0.6492893481454444,0.5911776066528225
58,0.058058058058058054,0.5524282467126636,0.6500032545860908,0.5937293910235591
59,0.05905905905905906,0.5543399037161346,0.6513148724036155,0.5962056963237812
60,0.06006006006006006,0.5550127137924465,0.6539011106707244,0.5985950643934236
61,0.06106106106106106,0.5581762620798252,0.6550362845840376,0.6009024858462453
62,0.062062062062062065,0.5601387358237859,0.657673404264683,0.6031599054335685
63,0.06306306306306306,0.5631796642811182,0.6594016626218953,0.6053704450414193
64,0.06406406406406406,0.5662578199846361,0.6611388932742459,0.6075407528406204
65,0.06506506506506507,0.5676290099209182,0.661098942865128,0.6096657847624608
66,0.06606606606606606,0.5689421968826557,0.6629775196373122,0.6117322719566406
67,0.06706706706706707,0.5705805532698108,0.6656263510966434,0.6137839594094384
68,0.06806806806806806,0.5722820148456442,0.6661949657196992,0.6157738423637732
69,0.06906906906906907,0.5738135784878424,0.668895438997218,0.6177048112979637
70,0.07007007007007007,0.5760111262619614,0.6709501805332562,0.6195451591508936
71,0.07107107107107107,0.577405703236986,0.6707374569085786,0.6212958252611483
72,0.07207207207207207,0.5788911525114233,0.6718660328158136,0.6230110769870185
73,0.07307307307307308,0.580068305331393,0.6730859269250303,0.6246795357063221
74,0.07407407407407407,0.582238441929767,0.675418203068345,0.6263220453645365
75,0.07507507507507508,0.5842172952318005,0.6767800500273365,0.6279286369908597
76,0.07607607607607608,0.5856583113081724,0.6767683622138277,0.6295182687263058
77,0.07707707707707707,0.5873608672141282,0.6794923511571174,0.6310910083413187
78,0.07807807807807808,0.5890744085377815,0.6820263309490728,0.6326039408409961
79,0.07907907907907907,0.5909266266037576,0.6830909718263272,0.634109181745883
80,0.08008008008008008,0.5938834128357912,0.6828590064547692,0.6355822402840151
81,0.08108108108108109,0.5952770085109761,0.6850896816996255,0.6370079207477208
82,0.08208208208208208,0.5963526128342918,0.686055934665359,0.638417867851929
83,0.08308308308308308,0.5979528552940949,0.6867570062495453,0.6398255391384511
84,0.08408408408408408,0.5988304420874937,0.6882085751371176,0.6411925060344066
85,0.08508508508508508,0.5996826741325278,0.6904824158943458,0.6425330813100039
86,0.08608608608608609,0.6010425169919394,0.6923435582394651,0.6438507335012557
87,0.08708708708708708,0.6024472513052401,0.6938334891934845,0.6451614351371244
88,0.08808808808808809,0.6043667759845623,0.6941668550349613,0.6464525556256997
89,0.0890890890890891,0.6061763256274371,0.6947222379804868,0.6477122458327688
90,0.09009009009009009,0.6076897594954681,0.6973652288560349,0.6489421473445989
91,0.09109109109109109,0.6089703353506077,0.6983412299130861,0.6501790278808226
92,0.0920920920920921,0.6099330349997544,0.6999451399225413,0.6513850022843285
93,0.09309309309309309,0.6112123909657688,0.6990905357651712,0.6525809658766145
94,0.0940940940940941,0.6121121009724226,0.7004227079852382,0.6537623712353602
95,0.09509509509509509,0.612743901456857,0.6996730187550587,0.6549056335402463
96,0.0960960960960961,0.6131046149146038,0.6979001066497743,0.6560262358400465
97,0.0970970970970971,0.6153889309290314,0.6987209661257419,0.6571517996884135
98,0.0980980980980981,0.6169565837946608,0.6991879428570712,0.6582624492906883
99,0.0990990990990991,0.617819561019695,0.7003934672222383,0.6593586879340136
100,0.10010010010010009,0.619239229734256,0.7011103762780806,0.6604332651426739
101,0.1011011011011011,0.620939182851444,0.7025801099030136,0.6614814947453487
102,0.1021021021021021,0.6218991189714761,0.7055613650875282,0.6625358189623239
103,0.1031031031031031,0.6234076504785765,0.7059415234834919,0.6635586556281482
104,0.1041041041041041,0.6247198609120734,0.7073024023550754,0.6645492124327115
105,0.10510510510510511,0.6264915685882478,0.7077273620406723,0.66553204433043
106,0.1061061061061061,0.6271804781657981,0.7093297554835403,0.6664896347834802
107,0.10710710710710711,0.6286067905149134,0.7116087395450897,0.6674111646486224
108,0.10810810810810811,0.6293117830932884,0.7136339954204423,0.6683117763990191
109,0.1091091091091091,0.6290015153179745,0.7128606093682626,0.6691962320420642
110,0.11011011011011011,0.6288242275590349,0.7135692266716248,0.670060543603065
111,0.1111111111111111,0.6292287822071961,0.7140855657636661,0.6709111506508685
112,0.11211211211211211,0.6300432364871189,0.7168608770353574,0.6717338000825472
113,0.11311311311311312,0.6321558292386282,0.717350600684518,0.6725482042326015
114,0.11411411411411411,0.6334583702236745,0.7176113578003768,0.6733557474578231
115,0.11511511511511512,0.6347891867896234,0.7180574806759326,0.6741479973450105
116,0.11611611611611611,0.6356155006749414,0.7192742668059259,0.6749206850754333
117,0.11711711711711711,0.6363149927917443,0.7186141128858283,0.675675014335752
118,0.11811811811811812,0.6376599689407391,0.7205352218388883,0.6764188705551697
119,0.11911911911911911,0.6386708262441388,0.7203095009132681,0.6771687335651548
120,0.12012012012012012,0.6398199595513636,0.7195018130320715,0.6779190335356884
121,0.12112112112112113,0.6408058534612404,0.7204568879136002,0.6786770248481216
122,0.12212212212212212,0.6409834253725779,0.7219672473064223,0.6794404064381481
123,0.12312312312312312,0.6417788273149733,0.7222646174442843,0.6801818603439355
124,0.12412412412412413,0.6420126988161841,0.7229578750594279,0.6809154547997829
125,0.12512512512512514,0.6433288434788611,0.7239346768025927,0.6816319373910746
126,0.12612612612612611,0.6437215673562567,0.7241951973757149,0.6823338979990341
127,0.12712712712712712,0.6446051321151771,0.7253626115382978,0.6829932955352299
128,0.12812812812812813,0.6466346707805126,0.7245478875048074,0.6836398336165604
129,0.12912912912912913,0.6471643206577605,0.7249732128945515,0.6842685201670142
130,0.13013013013013014,0.6490239134534023,0.72524253854397,0.6848734277165995
131,0.13113113113113112,0.6489610612074109,0.7254555842942654,0.6854469463540819
132,0.13213213213213212,0.6486942136276471,0.7256685228274536,0.686004254864075
133,0.13313313313313313,0.6495658581042809,0.724705087935841,0.6865419993363349
134,0.13413413413413414,0.64975399292945,0.7251703442047965,0.6870414359488745
135,0.13513513513513514,0.6497525854628227,0.7254462109838694,0.6875516290095021
136,0.13613613613613612,0.6519805638666788,0.7249464450361373,0.6880630402845027
137,0.13713713713713713,0.651773648250153,0.7255226690124842,0.6885755302325224
138,0.13813813813813813,0.6524502543012519,0.7268997095030142,0.6890541897518124
139,0.13913913913913914,0.6531711178585895,0.7277319221335311,0.6895125450042171
140,0.14014014014014015,0.6533293213579666,0.7283787307430867,0.689964270621872
141,0.14114114114114115,0.6539857284798913,0.729883408374728,0.6903966718106672
142,0.14214214214214213,0.654063569047809,0.7301895807684012,0.6908142202788857
143,0.14314314314314314,0.6545772323257298,0.7311742769771661,0.6912303568402385
144,0.14414414414414414,0.6550925290266111,0.7316964247228133,0.6916214375825214
145,0.14514514514514515,0.6562924730435458,0.7327729329085357,0.6920178102072161
146,0.14614614614614616,0.6571376212025625,0.7325944128775338,0.6924247044412922
147,0.14714714714714713,0.6569231849041678,0.7319464588429054,0.6928242828031863
148,0.14814814814814814,0.6569733450666426,0.73276485037846,0.6932163983667898
149,0.14914914914914915,0.6576795373233219,0.7332916238248426,0.693601060304167
150,0.15015015015015015,0.6585622243478179,0.7327320282058933,0.6939960651751307
151,0.15115115115115116,0.6588880701772764,0.7330615178469314,0.6943788248671202
152,0.15215215215215216,0.6583724158272515,0.7324054256191586,0.6947656554063574
153,0.15315315315315314,0.6588638336507656,0.7345435347039609,0.6951448827362576
154,0.15415415415415415,0.6593890868134267,0.7340861152949213,0.69550758843782
155,0.15515515515515516,0.6602671516282633,0.7334556816965734,0.6958596922999949
156,0.15615615615615616,0.6609268830831863,0.7317909485689487,0.696184637701506
157,0.15715715715715717,0.6609410812544851,0.7324146204141604,0.6965094959432513
158,0.15815815815815815,0.6610827448866676,0.7339827213438238,0.696839227057889
159,0.15915915915915915,0.6614480338577836,0.7324402791349925,0.6971697662299766
160,0.16016016016016016,0.6616146875117879,0.7322871293584647,0.697486917105816
161,0.16116116116116116,0.6619557689468542,0.7326016353338733,0.6978162022367619
162,0.16216216216216217,0.6628085324101219,0.7327797902587457,0.6981340243882218
163,0.16316316316316315,0.6627695184538177,0.7329578660362316,0.6984535257416481
164,0.16416416416416416,0.6631182326581776,0.7331404330102554,0.698758707221524
165,0.16516516516516516,0.663806954372674,0.7333387866521812,0.6990488851108937
166,0.16616616616616617,0.6634145466038441,0.7335370421188196,0.6993463327546081
167,0.16716716716716717,0.6637445117561077,0.7337351994830404,0.6996347454631644
168,0.16816816816816815,0.6642796615062991,0.7330953734292557,0.6999274752648224
169,0.16916916916916916,0.6643603124870004,0.7337251140054798,0.7002125546765918
170,0.17017017017017017,0.6643750983181295,0.735035236558144,0.700511271639109
171,0.17117117117117117,0.6651330377258463,0.7356919467333602,0.7007916826328345
172,0.17217217217217218,0.6652145947079604,0.7368051395800754,0.7010732526055027
173,0.17317317317317318,0.665363964068681,0.7375824960978767,0.7013631021210064
174,0.17417417417417416,0.6653077318133321,0.7379712305583871,0.7016451507628007
175,0.17517517517517517,0.6667412634913533,0.7385198072225561,0.7019078986902046
176,0.17617617617617617,0.6668608632371419,0.7394441456272332,0.702165620950774
177,0.17717717717717718,0.6667081687370154,0.7406653109971533,0.702426518951943
178,0.1781781781781782,0.6673399007431823,0.7413090305601308,0.7026961671752204
179,0.17917917917917917,0.667655492790699,0.7405230470539891,0.7029314872818214
