epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,12040.1,1.55847,1.14447,1.22576,0.80355,0.64761,0.73703,0.43447,1.58116,1.14892,1.27877,0.003862,0.003862,0.003862
188,12102.8,1.55478,1.14925,1.23014,0.81245,0.64065,0.73718,0.43515,1.58092,1.14715,1.2784,0.003829,0.003829,0.003829
189,12165.6,1.55515,1.14934,1.22062,0.82194,0.63836,0.73744,0.43485,1.5804,1.14588,1.27802,0.003796,0.003796,0.003796
190,12228.5,1.56016,1.15093,1.2266,0.82208,0.63782,0.73736,0.43508,1.58033,1.14553,1.27817,0.003763,0.003763,0.003763
191,12291.4,1.54957,1.14812,1.22037,0.82349,0.63782,0.73718,0.43454,1.58012,1.14478,1.27798,0.00373,0.00373,0.00373
192,12354.5,1.53623,1.12872,1.21526,0.81785,0.63972,0.7367,0.43423,1.58039,1.14464,1.27832,0.003697,0.003697,0.003697
193,12417.7,1.54067,1.13125,1.21677,0.81982,0.63972,0.73738,0.43361,1.57982,1.14373,1.27834,0.003664,0.003664,0.003664
194,12480.7,1.53818,1.12561,1.21086,0.8186,0.64128,0.73821,0.43368,1.5801,1.14407,1.27847,0.003631,0.003631,0.003631
195,12543.7,1.53759,1.12161,1.21516,0.81547,0.6431,0.73796,0.43334,1.5796,1.14372,1.27813,0.003598,0.003598,0.003598
196,12606.5,1.543,1.14217,1.21952,0.81698,0.64349,0.73758,0.43416,1.57972,1.1429,1.27802,0.003565,0.003565,0.003565
197,12669.4,1.54519,1.12877,1.21418,0.81833,0.64201,0.73821,0.43438,1.5796,1.14397,1.27792,0.003532,0.003532,0.003532
198,12732.2,1.52573,1.11944,1.20951,0.8166,0.64523,0.73792,0.4342,1.57939,1.14288,1.27802,0.003499,0.003499,0.003499
199,12795.1,1.53322,1.11896,1.21373,0.81283,0.64693,0.73821,0.43408,1.57842,1.14276,1.27785,0.003466,0.003466,0.003466
200,12858.3,1.532,1.12065,1.21441,0.80549,0.65018,0.73828,0.43479,1.57889,1.14235,1.27793,0.003433,0.003433,0.003433
201,12921.6,1.53353,1.13287,1.21503,0.78761,0.65979,0.73853,0.43512,1.57915,1.1413,1.27801,0.0034,0.0034,0.0034
202,12984.7,1.53087,1.12235,1.20972,0.78843,0.65733,0.73823,0.43482,1.57941,1.14089,1.27822,0.003367,0.003367,0.003367
203,13047.6,1.5227,1.11361,1.20726,0.78981,0.65853,0.73899,0.43571,1.57979,1.14143,1.2783,0.003334,0.003334,0.003334
204,13110.4,1.52482,1.11285,1.20858,0.7888,0.6591,0.73885,0.43534,1.57916,1.14141,1.27796,0.003301,0.003301,0.003301
205,13173.3,1.52338,1.10657,1.20713,0.7891,0.65735,0.73835,0.43516,1.57936,1.14121,1.27811,0.003268,0.003268,0.003268
206,13236.1,1.51986,1.11549,1.2088,0.78661,0.6587,0.73901,0.43526,1.57937,1.14082,1.27814,0.003235,0.003235,0.003235
207,13300.3,1.51397,1.09974,1.19973,0.78574,0.66041,0.73819,0.43602,1.57879,1.14072,1.27818,0.003202,0.003202,0.003202
208,13363,1.51762,1.11083,1.20978,0.78259,0.65897,0.73863,0.43534,1.57835,1.14037,1.27815,0.003169,0.003169,0.003169
209,13425.8,1.51212,1.09733,1.2008,0.78167,0.65997,0.73862,0.436,1.57763,1.141,1.27771,0.003136,0.003136,0.003136
210,13488.8,1.51698,1.10878,1.20382,0.78062,0.6619,0.73879,0.43557,1.57707,1.14112,1.27749,0.003103,0.003103,0.003103
211,13552,1.50804,1.09552,1.20113,0.78108,0.6648,0.73874,0.43613,1.57696,1.14117,1.27773,0.00307,0.00307,0.00307
212,13615.2,1.50515,1.09438,1.19743,0.78511,0.65945,0.73878,0.43636,1.57677,1.1404,1.27739,0.003037,0.003037,0.003037
213,13680.8,1.5026,1.08327,1.19729,0.78557,0.66219,0.73931,0.43651,1.57718,1.14045,1.27762,0.003004,0.003004,0.003004
214,13746.9,1.51127,1.09587,1.2006,0.78706,0.66045,0.73917,0.43668,1.5769,1.14041,1.27741,0.002971,0.002971,0.002971
215,13811.5,1.51059,1.09741,1.20245,0.78829,0.66165,0.73915,0.43667,1.57684,1.14031,1.27724,0.002938,0.002938,0.002938
216,13874,1.50958,1.09837,1.20281,0.79067,0.66174,0.73923,0.43575,1.5766,1.13988,1.27699,0.002905,0.002905,0.002905
217,13936.9,1.49962,1.09049,1.1965,0.79422,0.65936,0.73918,0.43616,1.57618,1.13881,1.27656,0.002872,0.002872,0.002872
218,13999.7,1.50262,1.09588,1.19423,0.79283,0.66115,0.73912,0.43648,1.5758,1.13869,1.27664,0.002839,0.002839,0.002839
219,14062.5,1.49106,1.0763,1.19242,0.78901,0.66219,0.73945,0.43624,1.57645,1.13879,1.27716,0.002806,0.002806,0.002806
220,14125.2,1.5009,1.07902,1.19044,0.79502,0.65936,0.73854,0.43565,1.57728,1.1385,1.27763,0.002773,0.002773,0.002773
221,14188,1.49406,1.08214,1.19045,0.7925,0.66045,0.73869,0.43604,1.57627,1.13882,1.27727,0.00274,0.00274,0.00274
222,14250.8,1.48862,1.07623,1.19249,0.79313,0.66229,0.73849,0.43589,1.57611,1.13944,1.27736,0.002707,0.002707,0.002707
223,14313.5,1.50045,1.09081,1.20343,0.79775,0.65809,0.7387,0.43573,1.57685,1.13899,1.27768,0.002674,0.002674,0.002674
224,14376.2,1.49878,1.08965,1.19604,0.79929,0.65709,0.7394,0.43601,1.57649,1.13877,1.27747,0.002641,0.002641,0.002641
225,14439,1.48916,1.07818,1.20084,0.79569,0.66126,0.73912,0.43558,1.57598,1.13798,1.27757,0.002608,0.002608,0.002608
226,14501.8,1.48997,1.08,1.18618,0.79559,0.66133,0.73934,0.43634,1.57587,1.13761,1.27728,0.002575,0.002575,0.002575
227,14564.4,1.48341,1.06663,1.18555,0.7959,0.66274,0.73938,0.43577,1.5756,1.13782,1.27736,0.002542,0.002542,0.002542
228,14627.2,1.48845,1.06936,1.1887,0.79569,0.66356,0.73999,0.43634,1.57559,1.13735,1.27709,0.002509,0.002509,0.002509
229,14690.2,1.48247,1.06492,1.18723,0.79527,0.66421,0.73986,0.4364,1.5756,1.13717,1.27709,0.002476,0.002476,0.002476
230,14753.3,1.47847,1.06576,1.19098,0.79722,0.66622,0.74022,0.43648,1.57576,1.13695,1.27757,0.002443,0.002443,0.002443
231,14816.3,1.48146,1.06418,1.18728,0.79609,0.66704,0.74033,0.43646,1.57665,1.13694,1.27794,0.00241,0.00241,0.00241
232,14879.1,1.47554,1.06179,1.18773,0.79602,0.66732,0.74006,0.43683,1.57662,1.13698,1.27799,0.002377,0.002377,0.002377
233,14941.9,1.47278,1.05618,1.1848,0.79741,0.66732,0.74043,0.4366,1.57699,1.13588,1.27832,0.002344,0.002344,0.002344
234,15004.6,1.47949,1.0604,1.18636,0.79762,0.66805,0.74076,0.4366,1.57668,1.13609,1.27783,0.002311,0.002311,0.002311
235,15067.3,1.46684,1.04857,1.17548,0.7981,0.66479,0.74113,0.43653,1.57669,1.13555,1.27778,0.002278,0.002278,0.002278
236,15130.1,1.46213,1.05183,1.17924,0.79883,0.66589,0.74148,0.43746,1.57718,1.13582,1.2781,0.002245,0.002245,0.002245
237,15193.1,1.46996,1.04944,1.17797,0.79918,0.66452,0.74163,0.43723,1.57691,1.13545,1.27792,0.002212,0.002212,0.002212
238,15256.2,1.47189,1.05317,1.18203,0.79544,0.6675,0.74214,0.43781,1.57751,1.13682,1.27805,0.002179,0.002179,0.002179
239,15319.5,1.46105,1.04629,1.17831,0.79196,0.66965,0.74222,0.43775,1.57761,1.13676,1.27805,0.002146,0.002146,0.002146
240,15382.7,1.46044,1.04417,1.17604,0.79158,0.66915,0.74223,0.43749,1.57766,1.13646,1.27806,0.002113,0.002113,0.002113
241,15445.7,1.45914,1.04415,1.18228,0.7908,0.67135,0.74253,0.4375,1.57777,1.13645,1.27794,0.00208,0.00208,0.00208
242,15508.6,1.45392,1.04322,1.1758,0.79101,0.67423,0.74242,0.43793,1.57795,1.13768,1.27804,0.002047,0.002047,0.002047
243,15571.5,1.44619,1.03265,1.18009,0.78735,0.67438,0.74253,0.43847,1.57806,1.1373,1.27807,0.002014,0.002014,0.002014
244,15634.3,1.44253,1.02172,1.16612,0.7869,0.67411,0.74266,0.43889,1.57791,1.13727,1.27811,0.001981,0.001981,0.001981
245,15697.1,1.45344,1.0357,1.1762,0.78491,0.67438,0.7429,0.43848,1.5787,1.13731,1.27824,0.001948,0.001948,0.001948
246,15760.1,1.4457,1.02423,1.16313,0.7839,0.67477,0.74296,0.43814,1.57839,1.13716,1.27826,0.001915,0.001915,0.001915
247,15823.2,1.44971,1.03834,1.17473,0.78354,0.67399,0.74298,0.43829,1.57868,1.13697,1.27858,0.001882,0.001882,0.001882
248,15886.3,1.44989,1.03068,1.16613,0.78616,0.67442,0.74283,0.43855,1.5787,1.13673,1.27867,0.001849,0.001849,0.001849
249,15949.3,1.44654,1.02553,1.1704,0.78707,0.67385,0.74365,0.43873,1.57908,1.1377,1.27849,0.001816,0.001816,0.001816
250,16012.2,1.44166,1.02362,1.16934,0.78435,0.67485,0.74339,0.43837,1.57899,1.1374,1.27858,0.001783,0.001783,0.001783
251,16075,1.44522,1.02547,1.16585,0.78676,0.67481,0.74357,0.4385,1.57902,1.13699,1.27864,0.00175,0.00175,0.00175
252,16137.8,1.43169,1.01594,1.16717,0.78899,0.67454,0.74414,0.4385,1.57903,1.13643,1.27835,0.001717,0.001717,0.001717
253,16200.5,1.42861,1.01521,1.16102,0.78852,0.67454,0.74374,0.43826,1.57866,1.1358,1.27824,0.001684,0.001684,0.001684
254,16263.2,1.43649,1.02593,1.16344,0.78841,0.6747,0.74405,0.43867,1.57838,1.13544,1.27814,0.001651,0.001651,0.001651
255,16326.1,1.43039,1.01238,1.16442,0.79301,0.67306,0.7441,0.43865,1.5784,1.13534,1.27808,0.001618,0.001618,0.001618
256,16389,1.42946,1.01985,1.16113,0.79425,0.67315,0.74429,0.43882,1.57846,1.13559,1.27835,0.001585,0.001585,0.001585
257,16452,1.42238,1.00946,1.15855,0.79373,0.67279,0.74441,0.43898,1.5788,1.13573,1.27837,0.001552,0.001552,0.001552
258,16515,1.42393,1.00938,1.15854,0.79453,0.67328,0.74466,0.43918,1.57912,1.13562,1.27854,0.001519,0.001519,0.001519
259,16577.8,1.42322,1.01116,1.16084,0.79144,0.674,0.7449,0.43916,1.57899,1.1347,1.2785,0.001486,0.001486,0.001486
260,16640.6,1.42337,1.00477,1.16166,0.79507,0.67333,0.74486,0.43924,1.57883,1.13489,1.27849,0.001453,0.001453,0.001453
261,16703.3,1.41568,1.00112,1.16003,0.79137,0.67361,0.7451,0.43953,1.57895,1.13595,1.27865,0.00142,0.00142,0.00142
262,16766.4,1.40314,0.99073,1.15803,0.79143,0.67333,0.74496,0.43988,1.57918,1.13554,1.27876,0.001387,0.001387,0.001387
263,16829.4,1.40344,0.9989,1.1539,0.79088,0.67415,0.74544,0.43957,1.57899,1.13561,1.27858,0.001354,0.001354,0.001354
264,16892.5,1.40693,0.98778,1.15995,0.79057,0.67442,0.74544,0.43981,1.57937,1.1357,1.27869,0.001321,0.001321,0.001321
265,16955.3,1.41226,0.99376,1.15121,0.79176,0.67442,0.74545,0.44,1.58004,1.13578,1.27916,0.001288,0.001288,0.001288
266,17018.2,1.4056,0.99267,1.15282,0.79188,0.67388,0.74542,0.44,1.58005,1.1355,1.27895,0.001255,0.001255,0.001255
267,17081,1.39996,0.98371,1.14674,0.792,0.67388,0.74552,0.44018,1.58023,1.13572,1.27883,0.001222,0.001222,0.001222
268,17143.8,1.40364,0.98367,1.15304,0.79182,0.6739,0.74566,0.4397,1.57955,1.1361,1.27843,0.001189,0.001189,0.001189
269,17206.5,1.40416,0.98506,1.1514,0.79142,0.67329,0.74594,0.44021,1.58007,1.13601,1.27859,0.001156,0.001156,0.001156
270,17269.3,1.39406,0.9754,1.14074,0.79256,0.67332,0.74601,0.44075,1.58041,1.13636,1.27871,0.001123,0.001123,0.001123
271,17331.9,1.39266,0.98039,1.14775,0.79175,0.67405,0.7462,0.44079,1.58033,1.13649,1.27857,0.00109,0.00109,0.00109
272,17394.7,1.39523,0.98303,1.14771,0.79065,0.6744,0.74636,0.44083,1.58044,1.13713,1.27837,0.001057,0.001057,0.001057
273,17457.7,1.39559,0.97455,1.14237,0.79096,0.67469,0.74658,0.441,1.58046,1.13678,1.27801,0.001024,0.001024,0.001024
274,17520.9,1.39179,0.97283,1.14708,0.79172,0.67469,0.74664,0.44074,1.58024,1.13689,1.27792,0.000991,0.000991,0.000991
275,17584,1.37909,0.97095,1.14379,0.79283,0.67349,0.74682,0.44136,1.58065,1.13787,1.27835,0.000958,0.000958,0.000958
276,17646.9,1.37651,0.96318,1.13859,0.79368,0.67189,0.74687,0.44188,1.58023,1.13768,1.2779,0.000925,0.000925,0.000925
277,17709.8,1.37244,0.96492,1.1323,0.79465,0.6712,0.74687,0.44198,1.58015,1.13764,1.2774,0.000892,0.000892,0.000892
278,17772.6,1.37379,0.96491,1.13811,0.79525,0.67174,0.74698,0.4421,1.58035,1.13779,1.27748,0.000859,0.000859,0.000859
279,17835.4,1.37843,0.96414,1.1413,0.79382,0.6721,0.74673,0.44237,1.5806,1.13932,1.27749,0.000826,0.000826,0.000826
280,17898.4,1.37096,0.95404,1.1436,0.79646,0.67147,0.7467,0.44196,1.58065,1.13909,1.27789,0.000793,0.000793,0.000793
281,17961.4,1.3698,0.95524,1.13592,0.79653,0.67174,0.74713,0.44174,1.5816,1.13946,1.2783,0.00076,0.00076,0.00076
282,18024.5,1.3685,0.95223,1.13629,0.79701,0.67202,0.74698,0.44193,1.58129,1.13967,1.27761,0.000727,0.000727,0.000727
283,18087.3,1.36412,0.94584,1.13283,0.7964,0.67187,0.74693,0.4418,1.58169,1.14098,1.27795,0.000694,0.000694,0.000694
284,18150.1,1.35858,0.94304,1.13311,0.79629,0.67207,0.7471,0.44231,1.58234,1.14067,1.27784,0.000661,0.000661,0.000661
285,18212.8,1.36074,0.94628,1.12865,0.79893,0.67078,0.74748,0.44187,1.58242,1.14083,1.27785,0.000628,0.000628,0.000628
286,18275.6,1.35905,0.94881,1.12502,0.79873,0.67011,0.74742,0.44181,1.58267,1.14115,1.27795,0.000595,0.000595,0.000595
287,18338.2,1.35317,0.93655,1.13377,0.79747,0.67034,0.74751,0.44212,1.58253,1.14059,1.27787,0.000562,0.000562,0.000562
288,18401.1,1.34863,0.93741,1.13132,0.79948,0.66945,0.7478,0.44255,1.5822,1.14071,1.27774,0.000529,0.000529,0.000529
289,18464.2,1.35233,0.94331,1.12627,0.80131,0.66918,0.74747,0.44265,1.58166,1.14115,1.27776,0.000496,0.000496,0.000496
290,18527.4,1.34375,0.9331,1.12614,0.80102,0.66918,0.74775,0.44284,1.58269,1.1421,1.27782,0.000463,0.000463,0.000463
291,18591.2,1.36197,0.94488,1.1653,0.80169,0.66964,0.74811,0.44261,1.5822,1.14257,1.27792,0.00043,0.00043,0.00043
292,18653.3,1.32853,0.91037,1.1438,0.80146,0.67001,0.74828,0.44295,1.58238,1.1431,1.27783,0.000397,0.000397,0.000397
293,18715.3,1.31312,0.90001,1.13592,0.80137,0.66958,0.74819,0.44257,1.5818,1.14252,1.27734,0.000364,0.000364,0.000364
294,18777.3,1.29995,0.88613,1.13261,0.80336,0.67039,0.74818,0.44196,1.58209,1.14271,1.27728,0.000331,0.000331,0.000331
295,18839.1,1.29784,0.8834,1.13134,0.80494,0.67066,0.74875,0.4424,1.58214,1.14312,1.27734,0.000298,0.000298,0.000298
296,18901.1,1.28941,0.87832,1.12854,0.80383,0.67162,0.74862,0.44259,1.58253,1.14366,1.27767,0.000265,0.000265,0.000265
297,18962.9,1.29241,0.87526,1.12724,0.80431,0.66984,0.74902,0.44259,1.58251,1.14391,1.2777,0.000232,0.000232,0.000232
298,19024.8,1.28687,0.87355,1.12919,0.80401,0.67049,0.74902,0.44216,1.58311,1.14408,1.27804,0.000199,0.000199,0.000199
299,19086.6,1.27928,0.87141,1.12351,0.80458,0.67279,0.74939,0.44204,1.5828,1.144,1.27794,0.000166,0.000166,0.000166
300,19148.5,1.27651,0.86486,1.12398,0.80485,0.67189,0.74952,0.44217,1.58282,1.14421,1.27789,0.000133,0.000133,0.000133
