                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.6043,                 1.2065,                 1.2674,                  0.807,                0.67483,                0.75326,                0.43897,                 1.6433,                 1.1762,                 1.3261,                0.00505,                0.00505,                0.00505
                    152,                 1.6046,                 1.1973,                 1.2636,                0.80111,                0.67433,                 0.7517,                0.43878,                 1.6436,                 1.1764,                 1.3261,               0.005017,               0.005017,               0.005017
                    153,                 1.6023,                  1.186,                 1.2569,                0.80906,                0.66963,                0.74938,                0.43889,                 1.6425,                 1.1733,                  1.325,               0.004984,               0.004984,               0.004984
                    154,                 1.5954,                 1.1907,                 1.2594,                 0.8213,                0.66641,                 0.7506,                0.43947,                 1.6412,                 1.1708,                 1.3243,               0.004951,               0.004951,               0.004951
                    155,                 1.5959,                 1.1856,                 1.2594,                0.82063,                0.66622,                0.75114,                0.43905,                 1.6406,                 1.1711,                 1.3249,               0.004918,               0.004918,               0.004918
                    156,                 1.6016,                 1.1908,                 1.2663,                0.82162,                 0.6637,                0.75117,                0.44049,                 1.6397,                  1.167,                  1.324,               0.004885,               0.004885,               0.004885
                    157,                 1.5968,                 1.1829,                 1.2667,                0.83161,                0.66222,                 0.7513,                0.44007,                 1.6399,                  1.165,                 1.3244,               0.004852,               0.004852,               0.004852
                    158,                 1.5921,                 1.1791,                 1.2583,                0.82514,                0.66526,                0.75086,                 0.4393,                 1.6388,                 1.1648,                 1.3246,               0.004819,               0.004819,               0.004819
                    159,                 1.5854,                 1.1789,                 1.2547,                0.82191,                0.66707,                0.75114,                0.44085,                 1.6406,                 1.1646,                 1.3256,               0.004786,               0.004786,               0.004786
                    160,                 1.5852,                 1.1826,                 1.2555,                 0.8225,                0.67002,                0.75289,                0.44053,                 1.6406,                 1.1624,                 1.3251,               0.004753,               0.004753,               0.004753
                    161,                 1.5896,                 1.1806,                 1.2641,                0.82189,                0.66893,                0.75424,                0.44102,                 1.6404,                 1.1618,                  1.325,                0.00472,                0.00472,                0.00472
                    162,                 1.5907,                  1.184,                 1.2577,                 0.8175,                0.67351,                0.75599,                0.44317,                 1.6384,                 1.1599,                  1.324,               0.004687,               0.004687,               0.004687
                    163,                 1.5848,                 1.1656,                 1.2565,                 0.8173,                0.67553,                0.75723,                0.44346,                 1.6358,                 1.1584,                 1.3226,               0.004654,               0.004654,               0.004654
                    164,                 1.5757,                  1.164,                 1.2569,                0.82395,                0.67323,                0.75816,                0.44458,                 1.6355,                  1.156,                 1.3219,               0.004621,               0.004621,               0.004621
                    165,                 1.5841,                 1.1827,                 1.2556,                0.82614,                0.66932,                0.75815,                 0.4435,                 1.6354,                 1.1557,                 1.3217,               0.004588,               0.004588,               0.004588
                    166,                 1.5717,                  1.162,                 1.2535,                0.81474,                0.67402,                0.75781,                0.44294,                 1.6336,                 1.1554,                 1.3214,               0.004555,               0.004555,               0.004555
                    167,                 1.5657,                 1.1594,                 1.2521,                0.81079,                0.67592,                0.75807,                0.44335,                 1.6337,                  1.155,                 1.3209,               0.004522,               0.004522,               0.004522
                    168,                 1.5668,                 1.1625,                 1.2463,                 0.8262,                0.66626,                0.75806,                0.44301,                 1.6337,                  1.154,                 1.3212,               0.004489,               0.004489,               0.004489
                    169,                 1.5662,                 1.1623,                 1.2567,                0.81771,                0.67221,                0.75928,                0.44286,                 1.6321,                 1.1536,                 1.3206,               0.004456,               0.004456,               0.004456
                    170,                 1.5669,                 1.1654,                 1.2518,                0.82036,                0.67304,                0.76012,                0.44345,                 1.6315,                 1.1531,                 1.3203,               0.004423,               0.004423,               0.004423
                    171,                 1.5689,                 1.1566,                 1.2483,                0.82164,                0.67398,                 0.7604,                0.44428,                 1.6298,                 1.1522,                 1.3193,                0.00439,                0.00439,                0.00439
                    172,                 1.5629,                 1.1512,                 1.2517,                0.80784,                0.68864,                0.76044,                0.44382,                 1.6281,                 1.1521,                 1.3188,               0.004357,               0.004357,               0.004357
                    173,                 1.5752,                  1.157,                 1.2476,                0.80483,                0.69009,                0.76111,                0.44339,                 1.6285,                 1.1516,                 1.3187,               0.004324,               0.004324,               0.004324
                    174,                 1.5649,                 1.1472,                 1.2359,                0.81414,                0.68023,                0.76145,                0.44449,                 1.6289,                 1.1517,                 1.3192,               0.004291,               0.004291,               0.004291
                    175,                  1.557,                 1.1455,                 1.2439,                0.81351,                 0.6793,                0.76122,                0.44547,                 1.6282,                 1.1506,                 1.3187,               0.004258,               0.004258,               0.004258
                    176,                 1.5568,                 1.1491,                 1.2398,                0.81644,                0.67896,                0.76209,                0.44493,                 1.6279,                 1.1506,                  1.319,               0.004225,               0.004225,               0.004225
                    177,                 1.5631,                 1.1405,                 1.2378,                0.81871,                0.67814,                 0.7616,                0.44426,                 1.6283,                 1.1499,                 1.3192,               0.004192,               0.004192,               0.004192
                    178,                 1.5588,                 1.1486,                  1.243,                0.82003,                0.67589,                0.76214,                0.44429,                 1.6279,                 1.1508,                  1.319,               0.004159,               0.004159,               0.004159
                    179,                 1.5563,                 1.1435,                 1.2445,                0.81897,                0.67712,                0.76181,                 0.4454,                 1.6276,                 1.1498,                 1.3186,               0.004126,               0.004126,               0.004126
                    180,                 1.5632,                 1.1507,                 1.2449,                0.82364,                0.67685,                0.76256,                0.44493,                 1.6281,                 1.1492,                 1.3187,               0.004093,               0.004093,               0.004093
                    181,                 1.5482,                 1.1386,                 1.2394,                0.82762,                0.67284,                0.76234,                0.44502,                 1.6279,                 1.1497,                 1.3184,                0.00406,                0.00406,                0.00406
                    182,                 1.5438,                  1.139,                 1.2423,                0.82653,                0.67311,                0.76278,                0.44519,                 1.6273,                 1.1487,                 1.3183,               0.004027,               0.004027,               0.004027
                    183,                 1.5598,                 1.1523,                  1.242,                0.82428,                0.67446,                  0.763,                0.44515,                  1.628,                 1.1474,                 1.3184,               0.003994,               0.003994,               0.003994
                    184,                 1.5489,                 1.1384,                   1.24,                0.80731,                0.68472,                0.76296,                0.44584,                 1.6283,                 1.1475,                 1.3184,               0.003961,               0.003961,               0.003961
                    185,                 1.5342,                 1.1277,                 1.2341,                0.80805,                0.68131,                0.76133,                0.44593,                 1.6279,                 1.1464,                  1.318,               0.003928,               0.003928,               0.003928
                    186,                 1.5388,                  1.129,                 1.2333,                0.82506,                0.67199,                0.76165,                0.44625,                 1.6282,                 1.1455,                 1.3179,               0.003895,               0.003895,               0.003895
                    187,                 1.5366,                 1.1181,                 1.2321,                0.81494,                0.67592,                0.76193,                0.44727,                 1.6283,                 1.1438,                  1.318,               0.003862,               0.003862,               0.003862
                    188,                 1.5383,                 1.1248,                 1.2401,                 0.8172,                0.67565,                0.76324,                0.44683,                  1.628,                 1.1433,                 1.3175,               0.003829,               0.003829,               0.003829
                    189,                 1.5358,                 1.1269,                 1.2323,                0.81434,                0.67767,                0.76289,                 0.4466,                 1.6275,                 1.1419,                 1.3173,               0.003796,               0.003796,               0.003796
                    190,                 1.5505,                 1.1306,                   1.24,                0.81268,                0.67906,                0.76383,                0.44622,                  1.627,                 1.1405,                 1.3166,               0.003763,               0.003763,               0.003763
                    191,                 1.5417,                 1.1267,                 1.2324,                0.81292,                0.68034,                 0.7644,                0.44609,                 1.6277,                 1.1405,                 1.3171,                0.00373,                0.00373,                0.00373
                    192,                 1.5333,                 1.1146,                 1.2267,                0.81058,                0.67992,                0.76338,                0.44748,                 1.6272,                 1.1399,                  1.317,               0.003697,               0.003697,               0.003697
                    193,                 1.5243,                 1.1073,                 1.2262,                0.81003,                0.68054,                0.76333,                0.44729,                 1.6275,                 1.1392,                 1.3171,               0.003664,               0.003664,               0.003664
                    194,                   1.53,                 1.1073,                 1.2219,                0.81515,                0.68302,                0.76451,                0.44766,                 1.6279,                 1.1395,                 1.3171,               0.003631,               0.003631,               0.003631
                    195,                 1.5244,                 1.1164,                 1.2293,                0.81136,                0.68395,                0.76424,                0.44819,                 1.6274,                 1.1388,                 1.3165,               0.003598,               0.003598,               0.003598
                    196,                 1.5297,                 1.1264,                 1.2295,                0.81412,                0.68379,                0.76479,                0.44891,                 1.6272,                 1.1379,                 1.3164,               0.003565,               0.003565,               0.003565
                    197,                 1.5334,                 1.1088,                 1.2241,                0.81813,                0.68248,                0.76451,                0.44849,                 1.6281,                  1.139,                 1.3168,               0.003532,               0.003532,               0.003532
                    198,                 1.5248,                 1.1053,                 1.2256,                0.81961,                0.68142,                 0.7643,                0.44872,                 1.6277,                 1.1385,                 1.3168,               0.003499,               0.003499,               0.003499
                    199,                 1.5189,                 1.1001,                 1.2244,                0.81791,                0.68205,                0.76446,                0.44826,                 1.6275,                 1.1384,                 1.3171,               0.003466,               0.003466,               0.003466
                    200,                 1.5211,                 1.1063,                 1.2271,                0.81836,                0.68083,                0.76458,                0.44856,                 1.6281,                 1.1379,                 1.3172,               0.003433,               0.003433,               0.003433
                    201,                 1.5225,                 1.1106,                 1.2296,                0.81775,                0.67957,                0.76455,                0.44859,                  1.628,                 1.1376,                 1.3177,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.5213,                 1.1026,                 1.2214,                0.81597,                0.68073,                0.76509,                0.45009,                 1.6283,                 1.1376,                 1.3178,               0.003367,               0.003367,               0.003367
                    203,                 1.5094,                 1.0955,                 1.2194,                0.82005,                 0.6791,                0.76436,                0.44948,                 1.6281,                 1.1378,                 1.3176,               0.003334,               0.003334,               0.003334
                    204,                 1.5116,                 1.0959,                 1.2202,                0.82077,                0.67937,                0.76466,                 0.4502,                 1.6289,                 1.1368,                 1.3175,               0.003301,               0.003301,               0.003301
                    205,                 1.5125,                 1.0909,                 1.2207,                0.81774,                0.68139,                0.76482,                0.45041,                 1.6284,                 1.1369,                 1.3171,               0.003268,               0.003268,               0.003268
                    206,                  1.514,                  1.098,                 1.2228,                0.81953,                0.68055,                0.76525,                0.45021,                 1.6285,                 1.1352,                 1.3173,               0.003235,               0.003235,               0.003235
                    207,                 1.5102,                 1.0865,                 1.2134,                0.81651,                0.68232,                0.76518,                0.45088,                 1.6285,                 1.1357,                 1.3173,               0.003202,               0.003202,               0.003202
                    208,                  1.513,                  1.102,                 1.2241,                0.81591,                0.68287,                0.76529,                0.45063,                 1.6277,                 1.1364,                 1.3169,               0.003169,               0.003169,               0.003169
                    209,                 1.4989,                 1.0808,                 1.2136,                0.81758,                0.68232,                0.76527,                 0.4512,                  1.627,                  1.136,                 1.3168,               0.003136,               0.003136,               0.003136
                    210,                 1.5003,                 1.0831,                 1.2116,                0.81664,                0.68259,                0.76511,                 0.4512,                 1.6265,                 1.1367,                 1.3166,               0.003103,               0.003103,               0.003103
                    211,                 1.5032,                 1.0864,                 1.2156,                0.81204,                0.68558,                0.76572,                0.45078,                 1.6266,                  1.136,                 1.3167,                0.00307,                0.00307,                0.00307
                    212,                 1.4977,                 1.0826,                 1.2118,                0.81315,                0.68558,                0.76554,                0.45105,                 1.6266,                 1.1363,                 1.3163,               0.003037,               0.003037,               0.003037
                    213,                 1.4893,                 1.0699,                 1.2115,                0.81286,                0.68613,                0.76556,                0.45079,                 1.6266,                 1.1358,                 1.3167,               0.003004,               0.003004,               0.003004
                    214,                 1.4994,                 1.0826,                 1.2139,                0.82253,                0.67992,                0.76552,                0.45075,                 1.6261,                 1.1356,                 1.3165,               0.002971,               0.002971,               0.002971
                    215,                 1.4951,                 1.0821,                 1.2116,                0.80627,                0.69005,                0.76577,                0.45097,                 1.6257,                  1.135,                 1.3159,               0.002938,               0.002938,               0.002938
                    216,                 1.4911,                 1.0795,                 1.2114,                0.81738,                0.68314,                0.76603,                0.45198,                 1.6243,                 1.1344,                 1.3153,               0.002905,               0.002905,               0.002905
                    217,                 1.4863,                 1.0633,                 1.2071,                0.81003,                0.68787,                0.76597,                0.45191,                 1.6239,                 1.1343,                 1.3152,               0.002872,               0.002872,               0.002872
                    218,                 1.4886,                 1.0727,                 1.2032,                0.80868,                0.68842,                0.76658,                0.45269,                 1.6235,                 1.1339,                 1.3144,               0.002839,               0.002839,               0.002839
                    219,                 1.4818,                 1.0675,                 1.2012,                0.80708,                0.68828,                0.76655,                0.45327,                 1.6233,                 1.1336,                 1.3147,               0.002806,               0.002806,               0.002806
                    220,                 1.4826,                 1.0629,                    1.2,                0.81029,                0.68775,                0.76676,                0.45252,                 1.6231,                  1.134,                 1.3147,               0.002773,               0.002773,               0.002773
                    221,                   1.49,                 1.0686,                 1.2049,                 0.8121,                0.68787,                0.76696,                0.45221,                 1.6232,                 1.1324,                 1.3147,                0.00274,                0.00274,                0.00274
                    222,                 1.4727,                 1.0614,                 1.2031,                0.81019,                0.68787,                0.76702,                0.45227,                 1.6228,                 1.1332,                 1.3146,               0.002707,               0.002707,               0.002707
                    223,                 1.4827,                 1.0745,                 1.2122,                0.81086,                0.68839,                0.76816,                0.45271,                 1.6225,                  1.133,                 1.3145,               0.002674,               0.002674,               0.002674
                    224,                 1.4901,                 1.0681,                 1.2024,                0.81377,                0.68774,                0.76807,                0.45257,                 1.6225,                 1.1329,                 1.3145,               0.002641,               0.002641,               0.002641
                    225,                 1.4753,                 1.0608,                 1.2093,                0.81219,                0.68848,                0.76823,                0.45269,                 1.6222,                 1.1323,                 1.3144,               0.002608,               0.002608,               0.002608
                    226,                 1.4774,                 1.0566,                 1.2008,                0.81098,                0.68826,                 0.7684,                0.45225,                 1.6221,                  1.132,                 1.3146,               0.002575,               0.002575,               0.002575
                    227,                 1.4725,                 1.0493,                 1.1974,                0.81309,                0.68866,                 0.7688,                0.45307,                 1.6223,                 1.1323,                 1.3145,               0.002542,               0.002542,               0.002542
                    228,                 1.4767,                 1.0504,                 1.1972,                0.80955,                0.69051,                0.76858,                0.45286,                  1.622,                 1.1325,                 1.3146,               0.002509,               0.002509,               0.002509
                    229,                 1.4711,                 1.0548,                 1.1971,                0.81175,                0.68908,                0.76792,                0.45352,                 1.6222,                 1.1325,                 1.3143,               0.002476,               0.002476,               0.002476
                    230,                 1.4721,                 1.0577,                 1.2018,                0.81046,                0.69071,                0.76796,                0.45371,                 1.6218,                 1.1336,                 1.3141,               0.002443,               0.002443,               0.002443
                    231,                  1.468,                 1.0507,                  1.199,                0.81115,                0.69043,                0.76807,                0.45395,                 1.6219,                 1.1335,                 1.3143,                0.00241,                0.00241,                0.00241
                    232,                 1.4623,                 1.0475,                    1.2,                0.81355,                0.69122,                 0.7693,                0.45412,                 1.6224,                 1.1334,                 1.3143,               0.002377,               0.002377,               0.002377
                    233,                  1.454,                 1.0341,                 1.1923,                0.81456,                0.68926,                0.76881,                0.45461,                 1.6218,                 1.1332,                 1.3143,               0.002344,               0.002344,               0.002344
                    234,                 1.4569,                 1.0497,                 1.1959,                0.81362,                 0.6895,                0.76924,                0.45475,                 1.6217,                 1.1328,                 1.3138,               0.002311,               0.002311,               0.002311
                    235,                  1.457,                 1.0365,                  1.189,                0.81431,                0.69053,                0.76944,                0.45511,                 1.6219,                 1.1333,                 1.3143,               0.002278,               0.002278,               0.002278
                    236,                 1.4547,                 1.0378,                 1.1925,                 0.8131,                0.69217,                0.76928,                0.45557,                 1.6214,                  1.133,                 1.3142,               0.002245,               0.002245,               0.002245
                    237,                 1.4578,                  1.038,                 1.1874,                0.81423,                 0.6913,                0.76993,                 0.4552,                 1.6212,                 1.1327,                  1.314,               0.002212,               0.002212,               0.002212
                    238,                 1.4599,                  1.037,                 1.1914,                0.81474,                0.69082,                0.77023,                0.45549,                 1.6208,                  1.133,                 1.3135,               0.002179,               0.002179,               0.002179
                    239,                 1.4497,                 1.0296,                 1.1896,                0.81305,                 0.6909,                 0.7688,                0.45534,                 1.6209,                 1.1328,                 1.3133,               0.002146,               0.002146,               0.002146
                    240,                 1.4507,                 1.0303,                  1.187,                0.81231,                0.69301,                0.76989,                0.45525,                 1.6204,                 1.1331,                 1.3133,               0.002113,               0.002113,               0.002113
                    241,                 1.4425,                 1.0349,                  1.191,                0.81318,                0.69261,                0.77015,                0.45542,                 1.6197,                 1.1322,                 1.3132,                0.00208,                0.00208,                0.00208
                    242,                 1.4453,                 1.0319,                 1.1886,                0.81144,                0.69431,                0.77009,                0.45538,                 1.6194,                 1.1326,                 1.3128,               0.002047,               0.002047,               0.002047
                    243,                 1.4384,                 1.0265,                 1.1917,                0.81062,                0.69329,                0.77022,                0.45514,                 1.6197,                 1.1334,                 1.3129,               0.002014,               0.002014,               0.002014
                    244,                 1.4346,                  1.015,                 1.1781,                0.81255,                0.69179,                0.76941,                0.45584,                 1.6193,                 1.1346,                 1.3128,               0.001981,               0.001981,               0.001981
                    245,                 1.4395,                 1.0264,                 1.1864,                0.81542,                0.68995,                0.77044,                0.45573,                 1.6195,                 1.1351,                 1.3128,               0.001948,               0.001948,               0.001948
                    246,                 1.4331,                 1.0151,                 1.1723,                0.81377,                0.69202,                0.77138,                0.45547,                 1.6189,                 1.1352,                 1.3126,               0.001915,               0.001915,               0.001915
                    247,                 1.4441,                 1.0274,                 1.1874,                 0.8151,                0.69091,                0.77144,                0.45617,                 1.6181,                 1.1358,                 1.3121,               0.001882,               0.001882,               0.001882
                    248,                 1.4428,                  1.021,                 1.1794,                0.81512,                0.69133,                0.77141,                0.45789,                 1.6188,                 1.1361,                 1.3123,               0.001849,               0.001849,               0.001849
                    249,                 1.4335,                 1.0183,                 1.1798,                0.81387,                0.69365,                0.77198,                0.45729,                 1.6179,                 1.1358,                 1.3121,               0.001816,               0.001816,               0.001816
                    250,                 1.4322,                 1.0146,                 1.1804,                0.81453,                0.69135,                0.77191,                0.45686,                  1.618,                 1.1353,                 1.3118,               0.001783,               0.001783,               0.001783
                    251,                 1.4318,                 1.0192,                 1.1767,                 0.8132,                0.69442,                0.77222,                0.45739,                 1.6177,                 1.1355,                 1.3117,                0.00175,                0.00175,                0.00175
                    252,                  1.424,                 1.0092,                  1.181,                0.81345,                0.69374,                0.77226,                0.45781,                 1.6179,                 1.1347,                 1.3116,               0.001717,               0.001717,               0.001717
                    253,                  1.415,                0.99875,                 1.1689,                0.81431,                0.69447,                0.77263,                0.45759,                 1.6177,                 1.1345,                 1.3113,               0.001684,               0.001684,               0.001684
                    254,                 1.4296,                 1.0127,                 1.1798,                0.81298,                0.69515,                0.77258,                 0.4576,                 1.6178,                 1.1348,                 1.3111,               0.001651,               0.001651,               0.001651
                    255,                 1.4229,                0.99791,                 1.1767,                 0.8115,                0.69569,                0.77267,                0.45786,                 1.6177,                 1.1349,                  1.311,               0.001618,               0.001618,               0.001618
                    256,                 1.4189,                 1.0084,                 1.1746,                0.81092,                 0.6957,                0.77277,                 0.4579,                 1.6181,                 1.1361,                 1.3111,               0.001585,               0.001585,               0.001585
                    257,                 1.4072,                0.99758,                 1.1682,                0.81088,                 0.6942,                0.77298,                0.45785,                 1.6177,                 1.1359,                 1.3104,               0.001552,               0.001552,               0.001552
                    258,                 1.4106,                 1.0017,                 1.1701,                0.81158,                0.69447,                0.77369,                0.45778,                 1.6176,                 1.1367,                 1.3107,               0.001519,               0.001519,               0.001519
                    259,                 1.4106,                0.99794,                 1.1721,                0.81032,                0.69367,                0.77352,                0.45785,                 1.6179,                 1.1363,                 1.3108,               0.001486,               0.001486,               0.001486
                    260,                 1.4124,                0.99296,                 1.1745,                0.81012,                0.69393,                0.77371,                0.45765,                 1.6182,                 1.1364,                 1.3104,               0.001453,               0.001453,               0.001453
                    261,                 1.4054,                 0.9931,                 1.1723,                0.80888,                0.69397,                0.77423,                0.45824,                 1.6176,                 1.1367,                 1.3101,                0.00142,                0.00142,                0.00142
                    262,                 1.3931,                0.98334,                 1.1692,                 0.8105,                0.69173,                0.77436,                0.45849,                 1.6178,                 1.1379,                   1.31,               0.001387,               0.001387,               0.001387
                    263,                 1.3936,                0.98163,                 1.1672,                0.81013,                0.69047,                0.77371,                0.45814,                 1.6181,                 1.1381,                   1.31,               0.001354,               0.001354,               0.001354
                    264,                 1.3996,                0.97988,                 1.1698,                0.81202,                0.69045,                 0.7746,                0.45839,                 1.6176,                 1.1388,                   1.31,               0.001321,               0.001321,               0.001321
                    265,                 1.4075,                0.98482,                 1.1657,                0.81243,                0.68941,                0.77452,                0.45829,                 1.6171,                 1.1399,                 1.3097,               0.001288,               0.001288,               0.001288
                    266,                 1.3962,                0.98181,                 1.1642,                0.81144,                0.69086,                0.77496,                0.45787,                 1.6175,                  1.141,                 1.3097,               0.001255,               0.001255,               0.001255
                    267,                 1.3877,                0.97653,                 1.1565,                0.80914,                0.69282,                0.77486,                0.45761,                 1.6177,                 1.1416,                 1.3097,               0.001222,               0.001222,               0.001222
                    268,                 1.3929,                0.97507,                 1.1666,                0.81416,                0.68481,                0.77507,                0.45811,                 1.6179,                 1.1427,                 1.3096,               0.001189,               0.001189,               0.001189
                    269,                 1.3935,                0.96762,                 1.1629,                0.81393,                0.68529,                0.77499,                0.45792,                 1.6178,                 1.1431,                 1.3094,               0.001156,               0.001156,               0.001156
                    270,                 1.3875,                0.96939,                 1.1545,                0.81436,                0.68529,                0.77509,                0.45809,                 1.6174,                 1.1428,                 1.3091,               0.001123,               0.001123,               0.001123
                    271,                 1.3894,                0.97416,                 1.1632,                0.81403,                0.68556,                 0.7749,                0.45818,                  1.617,                 1.1429,                 1.3089,                0.00109,                0.00109,                0.00109
                    272,                 1.3924,                0.97703,                 1.1613,                0.81631,                0.68312,                0.77514,                0.45861,                 1.6169,                 1.1441,                 1.3087,               0.001057,               0.001057,               0.001057
                    273,                 1.3841,                0.96439,                 1.1552,                0.81674,                0.68281,                0.77491,                0.45851,                 1.6171,                 1.1449,                 1.3085,               0.001024,               0.001024,               0.001024
                    274,                 1.3835,                0.96864,                 1.1601,                 0.8104,                0.68815,                0.77517,                0.45884,                 1.6165,                 1.1446,                 1.3084,               0.000991,               0.000991,               0.000991
                    275,                 1.3698,                0.96599,                 1.1555,                0.80748,                0.68866,                0.77515,                0.45915,                 1.6161,                 1.1453,                 1.3082,               0.000958,               0.000958,               0.000958
                    276,                 1.3703,                0.95872,                 1.1537,                0.81203,                0.68738,                0.77503,                0.45889,                 1.6159,                 1.1452,                 1.3081,               0.000925,               0.000925,               0.000925
                    277,                 1.3711,                 0.9593,                 1.1481,                0.81144,                0.68752,                0.77497,                0.45915,                 1.6157,                 1.1467,                 1.3079,               0.000892,               0.000892,               0.000892
                    278,                 1.3687,                0.95708,                 1.1511,                0.81128,                0.68725,                0.77498,                0.45926,                 1.6154,                  1.147,                 1.3076,               0.000859,               0.000859,               0.000859
                    279,                 1.3745,                0.96318,                 1.1559,                0.81161,                0.68725,                0.77497,                0.45888,                  1.615,                 1.1479,                 1.3074,               0.000826,               0.000826,               0.000826
                    280,                 1.3643,                0.94868,                 1.1562,                0.81268,                 0.6878,                0.77531,                0.45938,                 1.6152,                 1.1487,                 1.3074,               0.000793,               0.000793,               0.000793
                    281,                 1.3604,                0.95171,                 1.1481,                 0.8137,                0.68566,                0.77665,                0.45949,                 1.6156,                 1.1485,                 1.3074,                0.00076,                0.00076,                0.00076
                    282,                 1.3547,                0.94629,                 1.1462,                0.80956,                0.69238,                0.77662,                0.45908,                  1.616,                 1.1493,                 1.3075,               0.000727,               0.000727,               0.000727
                    283,                 1.3566,                  0.946,                 1.1471,                0.81147,                0.69069,                0.77661,                0.45963,                 1.6152,                 1.1503,                 1.3072,               0.000694,               0.000694,               0.000694
                    284,                 1.3534,                0.93981,                 1.1433,                0.81596,                0.68741,                0.77622,                0.45977,                 1.6147,                 1.1509,                 1.3067,               0.000661,               0.000661,               0.000661
                    285,                 1.3563,                0.94617,                 1.1447,                0.81944,                0.68417,                0.77631,                0.45975,                 1.6152,                 1.1519,                 1.3069,               0.000628,               0.000628,               0.000628
                    286,                 1.3533,                 0.9448,                 1.1414,                0.81493,                0.68555,                0.77655,                0.45976,                 1.6147,                 1.1516,                 1.3066,               0.000595,               0.000595,               0.000595
                    287,                 1.3494,                 0.9392,                 1.1495,                0.81896,                0.68364,                0.77649,                 0.4595,                  1.615,                 1.1515,                 1.3063,               0.000562,               0.000562,               0.000562
                    288,                 1.3382,                0.93403,                 1.1432,                0.81449,                0.68888,                0.77694,                0.45956,                 1.6147,                 1.1517,                 1.3061,               0.000529,               0.000529,               0.000529
                    289,                 1.3517,                0.94138,                 1.1404,                0.81629,                 0.6895,                0.77636,                0.45961,                 1.6138,                  1.151,                 1.3057,               0.000496,               0.000496,               0.000496
                    290,                 1.3408,                0.93287,                 1.1413,                0.81444,                0.68907,                0.77663,                0.45978,                 1.6139,                 1.1512,                 1.3057,               0.000463,               0.000463,               0.000463
                    291,                 1.3203,                0.90806,                 1.1625,                0.81862,                0.68711,                0.77671,                0.45991,                  1.613,                 1.1536,                 1.3054,                0.00043,                0.00043,                0.00043
                    292,                  1.282,                0.86905,                 1.1423,                0.81715,                0.68751,                0.77689,                0.45972,                 1.6132,                 1.1547,                 1.3055,               0.000397,               0.000397,               0.000397
                    293,                  1.271,                0.85998,                 1.1347,                0.81757,                 0.6869,                 0.7771,                0.45971,                  1.613,                 1.1553,                 1.3056,               0.000364,               0.000364,               0.000364
                    294,                 1.2592,                0.85433,                 1.1337,                0.81624,                0.68687,                 0.7763,                0.45968,                 1.6127,                 1.1561,                 1.3055,               0.000331,               0.000331,               0.000331
                    295,                 1.2554,                0.84758,                 1.1312,                 0.8152,                0.68688,                0.77562,                 0.4599,                 1.6132,                 1.1573,                 1.3056,               0.000298,               0.000298,               0.000298
                    296,                 1.2492,                0.84236,                 1.1285,                0.81204,                0.68789,                0.77612,                0.46079,                 1.6128,                 1.1579,                 1.3054,               0.000265,               0.000265,               0.000265
                    297,                 1.2489,                0.83751,                 1.1236,                0.81133,                0.68543,                0.77533,                0.46007,                 1.6126,                 1.1586,                 1.3053,               0.000232,               0.000232,               0.000232
                    298,                 1.2471,                  0.837,                  1.126,                0.81251,                 0.6856,                0.77532,                0.46142,                 1.6121,                 1.1597,                  1.305,               0.000199,               0.000199,               0.000199
                    299,                 1.2424,                0.83295,                 1.1223,                0.80933,                0.68693,                0.77504,                0.46101,                 1.6122,                 1.1598,                 1.3048,               0.000166,               0.000166,               0.000166
                    300,                 1.2445,                 0.8312,                 1.1252,                0.80999,                0.68855,                0.77511,                0.46094,                 1.6114,                 1.1597,                 1.3044,               0.000133,               0.000133,               0.000133
